('the', 'DET')43627
('landscapes', 'NOUN')5
('cityscapes', 'NOUN')2
('swallowed', 'VERB')5
('gloom', 'NOUN')9
('boldest', 'ADJ')1
('fascination', 'NOUN')4
('devil', 'NOUN')18
('stationmaster', 'NOUN')1
('drowsy', 'ADJ')1
('danubian', 'NOUN')1
('tulln', 'NOUN')1
('emotional', 'ADJ')28
('schoolwork', 'NOUN')1
('cried', 'VERB')16
('tantrums', 'NOUN')1
('defecated', 'VERB')1
('classroom', 'NOUN')2
('impressionists', 'NOUN')1
('mosaic-like', 'ADJ')1
('gustav', 'NOUN')1
('klimt', 'NOUN')1
('evolved', 'VERB')6
('somber', 'ADJ')2
('inhibitions', 'NOUN')3
('roundly', 'ADV')1
('disgusting', 'ADJ')2
('painting', 'VERB')23
('erotica', 'NOUN')1
('jailed', 'VERB')2
('spittle', 'NOUN')1
('hand-me-down', 'ADJ')1
('suits', 'NOUN')13
('homemade', 'ADJ')3
('collars', 'NOUN')1
('scrounging', 'VERB')1
('cigarette', 'NOUN')16
('butts', 'NOUN')2
("vienna's", 'NOUN')1
('gutters', 'NOUN')2
('rebelliously', 'ADV')3
('discipline', 'NOUN')20
('wangled', 'VERB')1
('billet', 'NOUN')1
('moneymaking', 'ADJ')1
('obsession', 'NOUN')2
('unabashed', 'ADJ')2
('sexuality', 'NOUN')3
('unrelieved', 'ADJ')4
('morbid-minded', 'ADJ')1
('obsessed', 'VERB')4
('melancholy', 'NOUN')5
('lust', 'NOUN')1
('portraits', 'NOUN')5
('ugliness', 'NOUN')5
('nudes', 'NOUN')2
('self-portraits', 'NOUN')1
('stringy', 'ADJ')2
('contorted', 'VERB')2
('strangely', 'ADV')6
('pathetic', 'ADJ')5
('female', 'ADJ')11
('naked', 'ADJ')20
('half-dressed', 'ADJ')1
('muffled', 'VERB')8
('ears', 'NOUN')19
('primly', 'ADV')1
('chair', 'NOUN')46
('tauntingly', 'ADV')1
('bed', 'NOUN')79
('embrace', 'NOUN')3
('surprising', 'ADJ')14
('twenty-second', 'ADJ')2
('twentieth', 'ADJ')12
('blueprint', 'NOUN')1
('uninitiated', 'ADJ')1
('apotheosis', 'NOUN')1
('solemn', 'ADJ')7
('consecration', 'NOUN')1
('anti-party', 'ADJ')5
('theoretical', 'ADJ')12
('journals', 'NOUN')4
('ideal', 'NOUN')6
('tangible', 'ADJ')16
('world-shaking', 'ADJ')1
('marxist', 'NOUN')3
('twelve-hour', 'ADJ')1
('rehash', 'NOUN')1
('interminable', 'ADJ')3
('document', 'NOUN')4
('formulas', 'NOUN')5
('proletariat', 'NOUN')3
('democratization', 'NOUN')1
('rotation', 'NOUN')11
('bureaucracy', 'NOUN')4
('obscure', 'ADJ')7
('kolkhoz', 'NOUN')2
('uniformly', 'ADV')6
('wage-earning', 'ADJ')1
('kolkhozes', 'NOUN')2
('progressively', 'ADV')3
('thrives', 'VERB')1
('produce', 'NOUN')5
('grown', 'VERB')27
('peasants', 'NOUN')6
('profitable', 'ADJ')8
('surrender', 'VERB')7
('plots', 'NOUN')4
('uncertainty', 'NOUN')13
('respects', 'NOUN')11
('admissions', 'NOUN')1
('sickness', 'NOUN')4
('old-age', 'NOUN')1
('prides', 'VERB')2
('skate', 'VERB')1
('lightly', 'ADV')16
('1980', 'NUM')1
('progress', 'VERB')4
('doubts', 'NOUN')8
('virgin', 'ADJ')4
('lands', 'NOUN')18
('obsessive', 'ADJ')1
('harping', 'NOUN')2
('molotov', 'NOUN')6
('malenkov', 'NOUN')1
('kaganovich', 'NOUN')1
('eighty-year-old', 'ADJ')1
('marshal', 'NOUN')21
('voroshilov', 'NOUN')1
('wanting', 'VERB')9
('rents', 'NOUN')3
('fares', 'NOUN')1
('doctrinal', 'ADJ')3
('quarrels', 'NOUN')2
('escape', 'VERB')19
('non-stop', 'NOUN')1
('liquidated', 'VERB')5
('capitalist', 'ADJ')2
('mikoyan', 'NOUN')1
('rejects', 'VERB')7
('denial', 'NOUN')13
('averting', 'VERB')3
('coincide', 'VERB')10
('variant', 'NOUN')4
('whipping-boys', 'NOUN')1
('soviet-chinese', 'ADJ')2
('deteriorated', 'VERB')4
('chou', 'NOUN')2
("en-lai's", 'NOUN')1
('everlasting', 'ADJ')2
('shifted', 'VERB')10
('epoch-making', 'ADJ')1
('twenty-year', 'ADJ')1
('en-lai', 'NOUN')1
('albania', 'NOUN')3
('marxist-leninist', 'NOUN')1
('dictatorial', 'ADJ')1
('undemocratic', 'ADJ')1
('albanian', 'ADJ')2
('abusive', 'ADJ')1
('liar', 'NOUN')3
('bully', 'NOUN')2
('albanians', 'NOUN')2
('restored', 'VERB')7
('chinese-soviet', 'ADJ')1
('enver', 'NOUN')4
('hoxa', 'NOUN')1
('malaise', 'NOUN')9
('symptoms', 'NOUN')6
('bombastic', 'ADJ')1
('prophecies', 'NOUN')1
('decay', 'NOUN')9
('genuinely', 'ADV')7
('peacefully', 'ADV')3
('russo-american', 'ADJ')1
('honeymoon', 'NOUN')3
('somewhere', 'NOUN')5
('quiet', 'NOUN')7
('suspicions', 'NOUN')3
('shameful', 'ADJ')2
('indicative', 'ADJ')4
('malinovsky', 'NOUN')1
('blowing', 'VERB')13
('exalting', 'VERB')1
('preventive', 'ADJ')13
('appease', 'VERB')2
('surrender', 'NOUN')9
('canceling', 'VERB')1
('peace-treaty', 'NOUN')1
('koreans', 'NOUN')5
('just', 'ADJ')10
('liberating', 'VERB')1
('crusading', 'VERB')1
('agonizing', 'ADJ')2
('infernally', 'ADV')1
('misty', 'ADJ')4
('anti-communists', 'NOUN')1
('minutemen', 'NOUN')5
('maneuvers', 'NOUN')8
('foggy', 'ADJ')2
('eleven', 'NUM')24
('tramped', 'VERB')2
('damp', 'ADJ')12
('fog-enshrouded', 'ADJ')1
('tale', 'NOUN')6
('life-and-death', 'NOUN')1
('supremacy', 'NOUN')2
('bolivar', 'NOUN')1
('depugh', 'NOUN')3
('norborne', 'NOUN')1
('onslaught', 'NOUN')1
('camouflage', 'NOUN')1
('garb', 'NOUN')3
('helmets', 'NOUN')2
('unloaded', 'VERB')3
('m-1', 'NOUN')1
('shiloh', 'NOUN')2
('deputy', 'NOUN')7
('sheriffs', 'NOUN')3
('lauchli', 'NOUN')4
('collinsville', 'NOUN')1
('operative', 'ADJ')6
('m-4', 'NOUN')1
('rifle', 'NOUN')46
('undismayed', 'ADJ')1
('contretemps', 'NOUN')1
("lauchli's", 'NOUN')1
('6:30', 'NUM')1
('mm.', 'NOUN')5
('mortar', 'NOUN')10
('recoilless', 'ADJ')2
('dummy', 'ADJ')3
('shells', 'NOUN')11
('deactivated', 'VERB')1
('tortuous', 'ADJ')1
('jeep', 'NOUN')6
('soggy', 'ADJ')1
('trails', 'NOUN')16
('clearing', 'NOUN')5
('creek-filled', 'ADJ')1
('paces', 'NOUN')2
('concealment', 'NOUN')1
('advance', 'VERB')6
('outpost', 'NOUN')2
('atop', 'IN')3
('smoke', 'NOUN')23
('grenades', 'NOUN')6
('skirmish', 'NOUN')2
('camouflaged', 'VERB')2
('encampment', 'NOUN')2
('rounds', 'NOUN')5
('rapid-fire', 'NOUN')1
('shooting', 'NOUN')10
("husband's", 'NOUN')10
('participated', 'VERB')6
('guerrillas', 'NOUN')16
('tired', 'ADJ')5
('catch', 'VERB')24
('nathan', 'NOUN')3
('milstein', 'NOUN')4
('recitals', 'NOUN')1
('brahms', 'NOUN')7
('concerto', 'NOUN')4
('slashing', 'VERB')5
('demon-ridden', 'ADJ')1
('cadenza', 'NOUN')2
('pale', 'ADJ')41
('violinist', 'NOUN')4
('unlocks', 'VERB')2
('incandescent', 'ADJ')3
('noblest', 'ADJ')2
('eloquent', 'ADJ')9
("orchestra's", 'NOUN')1
('soloist', 'NOUN')3
('surpass', 'VERB')1
('superb', 'ADJ')9
('hendl', 'NOUN')3
('sparks', 'NOUN')3
('shredding', 'VERB')1
('singing', 'VERB')20
('glittering', 'VERB')3
('spitting', 'VERB')2
('flounders', 'VERB')1
('lets', 'VERB')2
('sprawl', 'VERB')2
('mysterious', 'ADJ')15
('marvelous', 'ADJ')7
('alchemy', 'NOUN')1
('romantic', 'ADJ')19
("schumann's", 'NOUN')1
('overture', 'NOUN')2
('manfred', 'NOUN')1
('orchestral', 'ADJ')2
('byronic', 'ADJ')1
("hindemith's", 'NOUN')1
('joust', 'NOUN')1
('weber', 'NOUN')2
('tunes', 'NOUN')6
('demands', 'VERB')10
('transluscent', 'ADJ')1
('buoyant', 'ADJ')2
('rhythms', 'NOUN')7
('astringent', 'ADJ')1
('scrambled', 'VERB')3
('coarsened', 'VERB')1
('lacks', 'VERB')3
('bayreuth', 'NOUN')4
('tannhaeuser', 'NOUN')2
('wieland', 'NOUN')1
('operas', 'NOUN')1
('wolfgang', 'NOUN')1
('sawallisch', 'NOUN')1
('sawalisch', 'NOUN')1
('conducts', 'VERB')3
('dutch', 'NOUN')3
('parsifal', 'NOUN')2
('hans', 'NOUN')34
('knappertsbusch', 'NOUN')1
('meistersinger', 'NOUN')1
('rudolf', 'NOUN')1
('kempe', 'NOUN')1
('casts', 'NOUN')2
('lotte', 'NOUN')1
('lehmann', 'NOUN')1
('soprano', 'NOUN')3
('bumbry', 'NOUN')1
('venus', 'NOUN')11
('booking', 'NOUN')6
('absurdities', 'NOUN')2
('bolshoi', 'NOUN')1
('danish', 'ADJ')1
('leningrad-kirov', 'NOUN')1
('cradle', 'NOUN')5
('maryinsky', 'NOUN')1
('howl', 'NOUN')3
('coming', 'NOUN')10
('booker', 'NOUN')2
('weep', 'VERB')11
('repertory', 'NOUN')3
('dietrich', 'NOUN')4
('notified', 'VERB')4
('balletomane', 'NOUN')1
('telephoned', 'VERB')9
('ticket', 'NOUN')6
('juicy', 'ADJ')2
('budge', 'VERB')3
('lena', 'NOUN')1
('horne', 'NOUN')2
('queried', 'VERB')3
('impasse', 'NOUN')2
('minus', 'IN')2
('bookers', 'NOUN')1
('cancellation', 'NOUN')2
('bookings', 'NOUN')1
('reopen', 'VERB')1
('marie', 'NOUN')3
('meadows', 'NOUN')5
('ellis', 'NOUN')2
('sundays', 'NOUN')6
('mondays', 'NOUN')1
("cibula's", 'NOUN')1
('828', 'NUM')1
('abstractions', 'NOUN')4
('semi-abstractions', 'NOUN')1
('everett', 'NOUN')1
('mcnear', 'NOUN')1
('operatic', 'ADJ')3
('trades', 'NOUN')4
('cushion', 'VERB')2
('leni', 'NOUN')1
('bauer-ecsy', 'NOUN')1
('lucia', 'NOUN')8
('lammermoor', 'NOUN')2
('uses', 'VERB')22
('giovanni', 'NOUN')3
('franco', 'NOUN')2
('zeffirelli', 'NOUN')1
('h', 'NOUN')22
('bates', 'NOUN')6
('scribbled', 'VERB')1
('farce', 'NOUN')3
('hark', 'VERB')3
('lark', 'NOUN')1
('entertaining', 'ADJ')2
('moral', 'NOUN')4
('lurking', 'VERB')2
('shenanigans', 'NOUN')3
('pages', 'NOUN')20
('allows', 'VERB')13
('rugged', 'ADJ')11
('eccentrics', 'NOUN')2
('devastating', 'VERB')4
('collisions', 'NOUN')1
('stockbroker', 'NOUN')1
('jerebohm', 'NOUN')2
('wily', 'ADJ')1
('countryman', 'NOUN')1
('larkin', 'NOUN')10
('blandly', 'ADV')2
('boisterous', 'ADJ')1
('chronicled', 'VERB')1
("bates'", 'NOUN')1
('comedie', 'NOUN')14
('humaine', 'ADJ')1
('pinkie', 'NOUN')1
('affluence', 'NOUN')3
('stirs', 'VERB')3
('longing', 'NOUN')3
('atrociously', 'ADV')1
('rustic', 'ADJ')3
('simplicities', 'NOUN')2
('junior-grade', 'ADJ')1
('castle', 'NOUN')4
('manor', 'NOUN')3
('pageant', 'NOUN')2
('bearded', 'ADJ')2
('courtiers', 'NOUN')2
('settle', 'VERB')12
('pheasants', 'NOUN')2
('shoot', 'VERB')20
('splendor', 'NOUN')7
('sorcery', 'NOUN')1
('horror', 'NOUN')8
('gore', 'NOUN')3
('wasteland', 'NOUN')1
('impress', 'VERB')2
('eliot', 'NOUN')2
('conjures', 'VERB')1
('herds', 'NOUN')3
('deer', 'NOUN')7
('embodies', 'VERB')3
('stained-glass', 'NOUN')1
('windows', 'NOUN')32
('unpremeditated', 'ADJ')1
('patinas', 'NOUN')1
('planks', 'NOUN')4
('dungeon', 'NOUN')1
('kitchens', 'NOUN')3
('occasions', 'NOUN')16
('spaciousness', 'NOUN')3
('cooking', 'VERB')18
('sets', 'NOUN')28
('butlers', 'NOUN')2
('cooks', 'NOUN')8
('maids', 'NOUN')8
('table-tennis', 'NOUN')1
('mendacious', 'ADJ')1
('jerebohms', 'NOUN')3
('preposterous', 'ADJ')3
('manse', 'NOUN')1
('immense', 'ADJ')10
('glorious', 'ADJ')13
('rolls-royce', 'NOUN')3
('vegetable', 'NOUN')8
('patch', 'NOUN')6
('flyer', 'NOUN')3
('supplies', 'NOUN')25
('capital-gains', 'NOUN')1
('saddled', 'VERB')4
('terminate', 'VERB')7
("fox's", 'NOUN')1
("larkin's", 'NOUN')1
('piccadilly', 'NOUN')2
('havoc', 'NOUN')3
('oneupmanship', 'NOUN')1
('larkins', 'NOUN')1
('restock', 'VERB')1
('tangled', 'VERB')2
('poaches', 'VERB')1
('nourishment', 'NOUN')1
('callers', 'NOUN')3
('brigadier', 'NOUN')6
("kipling's", 'NOUN')3
('potting', 'VERB')1
('deck', 'NOUN')11
('quart', 'NOUN')2
('sustenance', 'NOUN')2
('sporting', 'VERB')6
('dines', 'VERB')1
('relish', 'NOUN')5
('handsome', 'ADJ')18
('miguel', 'NOUN')2
("cervantes'", 'NOUN')1
('quixote', 'NOUN')4
('fifty-fifth', 'ADJ')2
('sixty-eighth', 'ADJ')1
('playhouses', 'NOUN')1
('visualization', 'NOUN')1
('illustrious', 'ADJ')2
('escapades', 'NOUN')1
('tragi-comic', 'ADJ')1
('knight-errant', 'NOUN')2
('squire', 'NOUN')5
('sancho', 'NOUN')3
('panza', 'NOUN')3
('seventeenth-century', 'NOUN')2
('spain', 'NOUN')4
('abbreviated', 'VERB')1
('rendering', 'NOUN')3
('classic', 'ADJ')19
('satire', 'NOUN')3
('chivalry', 'NOUN')1
('affectingly', 'ADV')1
('exposition', 'NOUN')3
('nikolai', 'NOUN')1
('cherkasov', 'NOUN')3
('actor', 'NOUN')16
('heroic', 'ADJ')6
('roles', 'NOUN')21
('nevsky', 'NOUN')1
('performs', 'VERB')2
('lanky', 'ADJ')2
('bridges', 'VERB')1
('nobility', 'NOUN')3
('absurdity', 'NOUN')3
('poignant', 'ADJ')5
('addle-brained', 'ADJ')1
('self-appointed', 'ADJ')2
('ridiculous', 'ADJ')10
('armor', 'NOUN')3
('museums', 'NOUN')7
('chivalrous', 'ADJ')2
('knight-errantry', 'NOUN')1
('joke', 'NOUN')9
('cervantes', 'NOUN')1
('gaunt', 'ADJ')6
('gracious', 'ADJ')5
('soberly', 'ADV')4
('sincerely', 'ADV')5
('cynics', 'NOUN')2
('hypocrites', 'NOUN')2
('rogues', 'NOUN')2
('caricature', 'VERB')1
('inclined', 'VERB')13
('deep-eyed', 'ADJ')1
('bony', 'ADJ')6
('crackpot', 'NOUN')1
('affection', 'NOUN')13
('grigory', 'NOUN')1
('kozintsev', 'NOUN')1
('tempo', 'NOUN')3
('studiously', 'ADV')1
('shining', 'VERB')13
('brightly', 'ADV')4
('gravely', 'ADV')6
('impious', 'ADJ')1
('complexities', 'NOUN')2
('abetted', 'VERB')3
('appropriately', 'ADV')1
('stilted', 'ADJ')1
('excellently', 'ADV')4
('dubbed', 'VERB')2
('voices', 'NOUN')20
('characters', 'NOUN')19
('richness', 'NOUN')4
('roughness', 'NOUN')3
('subtleties', 'NOUN')3
('helpfully', 'ADV')3
('conveyed', 'VERB')9
('spanish', 'NOUN')1
('artistry', 'NOUN')2
('tolubeyev', 'NOUN')1
('comedians', 'NOUN')1
('grotesque', 'ADJ')7
('broader', 'ADJ')10
('comically', 'ADV')1
('rounded', 'VERB')7
('oftentimes', 'ADV')1
('buffoons', 'NOUN')1
('concludes', 'VERB')4
('facetiously', 'ADV')1
('wearisome', 'ADJ')2
('poignancy', 'NOUN')2
('thenceforth', 'ADV')2
('windmill', 'NOUN')1
('deathbed', 'NOUN')2
('threads', 'NOUN')3
('wonderfulness', 'NOUN')1
('representations', 'NOUN')8
('finely', 'ADV')4
('costumed', 'VERB')1
('magnificently', 'ADV')4
('photographed', 'VERB')3
('ten-minute', 'ADJ')1
('haunts', 'NOUN')1
('medium', 'NOUN')32
('uneasy', 'ADJ')15
('unfortunate', 'ADJ')9
('assumption', 'NOUN')28
('chicago-style', 'ADJ')1
('trimmings', 'NOUN')3
('portentous', 'ADJ')2
('hypothesis', 'NOUN')12
('nbc-tv', 'NOUN')1
('slotted', 'VERB')1
('du', 'NOUN')7
('pont', 'NOUN')3
('pleasing', 'ADJ')5
('timex', 'NOUN')2
('all-star', 'ADJ')1
('lionel', 'NOUN')2
("hampton's", 'NOUN')1
('free-wheeling', 'ADJ')1
('dixieland', 'NOUN')2
('interaction', 'NOUN')10
('hearer', 'NOUN')1
("crosby's", 'NOUN')1
('rudderless', 'ADJ')1
('luminaries', 'NOUN')1
('periods', 'NOUN')33
('stared', 'VERB')39
("soloists'", 'NOUN')1
('extreme', 'ADJ')34
('closeups', 'NOUN')2
('considerately', 'ADV')1
('ensemble', 'NOUN')7
('faulted', 'VERB')1
('in-person', 'NOUN')1
('teagarden', 'NOUN')1
('krupa', 'NOUN')1
('pee', 'NOUN')2
('wee', 'NOUN')2
('cyr', 'NOUN')1
('lil', 'NOUN')1
('armstrong', 'NOUN')6
('blossom', 'NOUN')4
('seeley', 'NOUN')1
('buff', 'NOUN')2
('garry', 'NOUN')1
('ideal', 'ADJ')17
('host', 'NOUN')19
("script's", 'NOUN')1
('origin', 'NOUN')38
('samples', 'NOUN')18
('zoomed', 'VERB')1
('closeup', 'ADJ')1
('succession', 'NOUN')13
('poles', 'NOUN')4
('reinforced', 'VERB')6
('teens', 'NOUN')5
("1920's", 'NOUN')4
('cleverly', 'ADV')2
('memorabilia', 'NOUN')2
('amounted', 'VERB')4
('interruption', 'NOUN')7
('auxiliary', 'NOUN')1
("evening's", 'NOUN')1
('clip', 'NOUN')4
('bix', 'NOUN')1
('beiderbecke', 'NOUN')1
('trumpeter', 'NOUN')1
('wink', 'NOUN')4
('blotted', 'VERB')2
('glimpse', 'NOUN')13
('still', 'ADJ')15
('photographs', 'NOUN')13
('satisfying', 'VERB')2
('inquisitive', 'ADJ')1
('newcomer', 'NOUN')6
('bygone', 'ADJ')2
('showcase', 'NOUN')3
('not-quite-perfect', 'ADJ')1
("network's", 'NOUN')1
('experiment', 'VERB')3
("donizetti's", 'NOUN')1
('salvos', 'NOUN')1
('cheers', 'NOUN')2
('applause', 'NOUN')7
('ovation', 'NOUN')1
('fantastic', 'ADJ')13
('composer', 'NOUN')10
('disconcerting', 'ADJ')3
('thereafter', 'ADV')9
('waxed', 'VERB')3
('applause-happy', 'ADJ')1
('discriminating', 'VERB')4
('operagoers', 'NOUN')1
('musicianship', 'NOUN')1
('questionable', 'ADJ')6
('acting', 'NOUN')4
('stylization', 'NOUN')2
('composure', 'NOUN')3
('trill', 'NOUN')3
('topped', 'VERB')4
('sextet', 'NOUN')3
('brilliantly', 'ADV')6
('ecstasy', 'NOUN')4
('unfolding', 'VERB')4
('girlish', 'ADJ')3
('coloratura', 'NOUN')2
('actress', 'NOUN')4
('immersed', 'VERB')3
('outburst', 'NOUN')2
('breathless', 'ADJ')2
('mastery', 'NOUN')8
('sopranos', 'NOUN')1
('disciplined', 'VERB')7
('nervousness', 'NOUN')1
('blemishes', 'NOUN')1
('warm', 'VERB')1
('fullness', 'NOUN')3
('fascinating', 'ADJ')12
('aurally', 'ADV')2
('spell-binding', 'ADJ')1
('dramatically', 'ADV')9
('silvio', 'NOUN')1
('varviso', 'NOUN')1
('injected', 'VERB')2
('respect', 'VERB')4
('singers', 'NOUN')7
("singers'", 'NOUN')1
('tucker', 'NOUN')4
('sang', 'VERB')20
('edgardo', 'NOUN')1
('bel', 'ADJ')3
('canto', 'NOUN')3
('satisfactorily', 'ADV')4
('serviceable', 'ADJ')4
('covent', 'NOUN')2
('bellini', 'NOUN')3
('tenda', 'NOUN')1
('sonambula', 'NOUN')1
('ping-pong', 'NOUN')1
('preferably', 'ADV')9
('sp-44001', 'NOUN')1
('marching', 'VERB')8
('songs', 'NOUN')26
('bands', 'NOUN')8
('reviewing', 'VERB')4
('interruptions', 'NOUN')3
('sundry', 'ADJ')1
('disc', 'NOUN')5
('displays', 'VERB')5
("london's", 'NOUN')2
('jackets', 'NOUN')4
('directionality', 'NOUN')1
('sounds', 'NOUN')27
('mix', 'VERB')5
('farther', 'ADV')24
('placement', 'NOUN')5
('nearer', 'ADJ')3
('louder', 'ADJ')8
('monaural', 'ADJ')1
('directional', 'ADJ')2
('novel', 'ADJ')8
('microphoning', 'NOUN')1
('mixed', 'VERB')23
('co-operation', 'NOUN')6
('percussion', 'NOUN')4
('percussive', 'ADJ')4
('xylophones', 'NOUN')1
('castanets', 'NOUN')1
('tennis', 'NOUN')3
('volley', 'NOUN')4
('twenties', 'NOUN')7
('sp-44006', 'NOUN')1
('memories', 'NOUN')5
('well-known', 'ADJ')11
("keating's", 'NOUN')1
('kombo', 'NOUN')1
('tingling', 'VERB')2
('moods', 'NOUN')5
('sp-44005', 'NOUN')1
('sp-44002', 'NOUN')1
('frequencies', 'NOUN')31
('bold', 'ADJ')9
('brassy', 'ADJ')2
('melody', 'NOUN')11
('pianos', 'NOUN')1
('sp-44007', 'NOUN')1
('gratifyingly', 'ADV')1
('resultant', 'ADJ')5
('masking', 'NOUN')1
('guarantees', 'VERB')4
('potentialities', 'NOUN')7
('manage', 'VERB')10
('authentic', 'ADJ')11
('strange', 'ADJ')56
('authenticity', 'NOUN')7
('imprimatur', 'NOUN')2
('impeccably', 'ADV')2
('bric-a-brac', 'NOUN')1
('vehicles', 'NOUN')47
('stamp', 'NOUN')3
('unimpeachable', 'ADJ')2
('studios', 'NOUN')1
('cadre', 'NOUN')3
('sketches', 'NOUN')13
('interiors', 'NOUN')2
('architectural', 'ADJ')5
('arenas', 'NOUN')1
('paraphernalia', 'NOUN')1
('complied', 'VERB')2
('alas', 'UH')6
("set's", 'NOUN')1
('storyline', 'NOUN')2
('unrealistic', 'ADJ')1
('naomi', 'NOUN')2
('boaz', 'NOUN')2
('meticulously', 'ADV')5
('adherence', 'NOUN')6
('involves', 'VERB')30
('intrigues', 'NOUN')2
('twists', 'NOUN')4
('turns', 'NOUN')6
('traced', 'VERB')10
('gospels', 'NOUN')2
('murrow', 'NOUN')1
('unauthentic', 'ADJ')1
('storylines', 'NOUN')1
('corners', 'NOUN')11
('future-day', 'ADJ')1
('gibbon', 'NOUN')2
('macaulay', 'NOUN')1
('recounting', 'VERB')2
('saga', 'NOUN')3
('ignorant', 'ADJ')4
('judge', 'VERB')12
('civilization', 'NOUN')34
('francois', 'NOUN')1
("d'albert", 'NOUN')4
('hungarian-born', 'ADJ')1
('conservatory', 'NOUN')2
('jenni', 'NOUN')1
('depaul', 'NOUN')1
('acoustics', 'NOUN')1
('misgauged', 'VERB')1
("jenni's", 'NOUN')1
('playing', 'NOUN')14
('loud', 'ADJ')11
('vying', 'VERB')3
('overdriving', 'VERB')1
('overriding', 'VERB')1
('drawback', 'NOUN')1
("mozart's", 'NOUN')1
('sonata', 'NOUN')7
('526', 'NUM')1
('clattered', 'VERB')4
('noisily', 'ADV')3
("brahm's", 'NOUN')1
("artists'", 'NOUN')5
('large-scale', 'NOUN')4
('eschews', 'VERB')1
('overly', 'ADV')5
('vibrato', 'NOUN')1
('brahmsian', 'ADJ')2
('directness', 'NOUN')4
('bella', 'NOUN')2
('fleming', 'NOUN')1
('refers', 'VERB')10
('nickname', 'NOUN')6
("work's", 'NOUN')1
('movements', 'NOUN')23
('melodically', 'ADV')1
('sentimental', 'ADJ')11
('capricious', 'ADJ')1
('ravel-like', 'ADJ')1
('rehash', 'VERB')1
('wornout', 'ADJ')1
('idiom', 'NOUN')4
('conjugal', 'ADJ')3
('felicity', 'NOUN')2
('smack', 'VERB')2
('dohnanyi', 'NOUN')1
('hubay', 'NOUN')1
('paganini', 'NOUN')1
('virtuoso', 'NOUN')2
('sleeve', 'NOUN')8
('lyric', 'ADJ')4
('sarasate', 'NOUN')1
('saint-saens', 'NOUN')1
('xydis', 'NOUN')5
('philharmonic', 'NOUN')3
('lewisohn', 'NOUN')4
('greek-born', 'ADJ')1
("pianist's", 'NOUN')4
('recital', 'NOUN')4
('keyboard', 'NOUN')3
('assurance', 'NOUN')9
('commands', 'VERB')1
('virtuosity', 'NOUN')1
('composers', 'NOUN')9
('rachmaninoff', 'NOUN')1
('op.', 'NOUN')7
('deep-sounding', 'ADJ')1
('contrasting', 'VERB')7
('silver', 'ADJ')5
('filagree', 'NOUN')1
('treble', 'NOUN')1
('kabalevsky', 'NOUN')1
('preludes', 'NOUN')1
('songful', 'ADJ')1
('prokofieff', 'NOUN')31
('romanticism', 'NOUN')1
('bravura', 'NOUN')1
("xydis'", 'NOUN')1
("mendelssohn's", 'NOUN')1
('serieuses', 'ADJ')1
('variation', 'NOUN')24
('nicely', 'ADV')6
("haydn's", 'NOUN')1
('e', 'NOUN')31
('unfailingly', 'ADV')2
("chopin's", 'NOUN')1
('flat', 'ADJ')27
('lapse', 'NOUN')1
('marred', 'VERB')1
('deepest', 'ADJ')7
('poorest', 'ADJ')1
('commands', 'NOUN')10
('viscount', 'NOUN')2
('weighted', 'VERB')3
('technicalities', 'NOUN')2
('abridged', 'VERB')1
('counter-moves', 'NOUN')1
('interested', 'ADJ')4
('stress', 'NOUN')83
('retreat', 'NOUN')5
('1942', 'NUM')7
('ill-prepared', 'ADJ')1
('ill-equipped', 'ADJ')2
('outmaneuvered', 'VERB')1
('outfought', 'VERB')1
('outgeneraled', 'VERB')1
('gurkhas', 'NOUN')1
('bitterly', 'ADV')12
('battles', 'NOUN')4
('jungles', 'NOUN')4
('rivers', 'NOUN')10
('forgotten', 'VERB')25
('priorities', 'NOUN')5
('tangle', 'NOUN')6
('burmese', 'ADJ')1
('well-written', 'ADJ')1
('anecdotes', 'NOUN')1
('praises', 'VERB')1
('tireless', 'ADJ')3
('self-critical', 'ADJ')1
('remaking', 'VERB')1
('narrative', 'NOUN')13
('unending', 'ADJ')1
('myriad', 'ADJ')5
('rally', 'VERB')4
('remnants', 'NOUN')1
('unite', 'VERB')5
('enlightening', 'ADJ')1
('inspiring', 'ADJ')4
('combat', 'NOUN')17
('accordingly', 'ADV')16
('supervision', 'NOUN')10
('noncombatant', 'ADJ')1
('brass', 'NOUN')7
('hygiene', 'NOUN')2
('scanty', 'ADJ')4
('logistics', 'NOUN')3
('transport', 'NOUN')14
('airdrops', 'NOUN')1
('airstrips', 'NOUN')1
('barges', 'NOUN')2
('bolder', 'ADJ')2
('depresses', 'VERB')1
('mention', 'NOUN')10
('japanese', 'ADJ')25
('commanders', 'NOUN')2
('private', 'NOUN')2
('marched', 'VERB')7
('till', 'CONJ')20
('495', 'NUM')1
('brave', 'ADJ')11
('careless', 'ADJ')7
('encumbered', 'VERB')2
('humanitarian', 'ADJ')2
('mutilation', 'NOUN')1
('uncomplainingly', 'ADV')1
('bunch', 'NOUN')11
('buckaroos', 'NOUN')1
('choir', 'NOUN')3
('loped', 'VERB')1
('corralling', 'VERB')1
('two-thirds', 'ADV')1
('high-minded', 'ADJ')1
("choir's", 'NOUN')1
('geroge', 'NOUN')1
('bragg', 'NOUN')2
('twenty-six', 'NUM')5
('baroque', 'ADJ')6
('madrigals', 'NOUN')1
('motets', 'NOUN')1
("pergolesi's", 'NOUN')1
('stabat', 'VERB')1
('mater', 'NOUN')1
